Order ID,Order Date,State,Region,Category,Sub-Category,Sales,Quantity,Profit
04881-IND,2023-04-10,West Bengal,East,Furniture,Tables,10719.62,6,730.64
04882-IND,2023-11-22,Gujarat,West,Office Supplies,Pens,13602.55,9,1138.98
04883-IND,2023-10-13,Delhi,North,Technology,Accessories,6864.77,3,443.31
04884-IND,2023-09-17,Uttar Pradesh,North,Technology,Accessories,4594.48,7,1151.03
04885-IND,2023-09-18,Delhi,North,Furniture,Chairs,2058.42,2,206.48
04886-IND,2023-03-18,West Bengal,East,Furniture,Tables,3147.55,9,586.53
04887-IND,2023-12-05,Gujarat,West,Office Supplies,Binders,19790.06,6,1007.74
04888-IND,2023-12-19,Rajasthan,North,Office Supplies,Paper,11506.55,7,2415.97
04889-IND,2023-08-12,Delhi,North,Furniture,Bookcases,10686.82,6,2089.58
04890-IND,2023-03-20,West Bengal,East,Technology,Accessories,9041.81,10,2214.37
04891-IND,2023-08-25,West Bengal,East,Office Supplies,Paper,3325.29,4,550.6
04892-IND,2023-03-18,Tamil Nadu,South,Technology,Laptops,17545.71,10,3322.97
04893-IND,2023-12-17,Gujarat,West,Office Supplies,Binders,8118.36,9,1917.63
04894-IND,2023-12-27,Delhi,North,Office Supplies,Binders,19520.54,1,2735.82
04895-IND,2023-04-24,Maharashtra,West,Office Supplies,Binders,18994.17,6,2518.95
04896-IND,2023-08-16,Rajasthan,North,Technology,Phones,13659.21,9,2266.7
04897-IND,2023-02-19,Uttar Pradesh,North,Technology,Phones,18819.47,9,4050.79
04898-IND,2023-05-06,West Bengal,East,Office Supplies,Binders,920.68,3,193.05
04899-IND,2023-12-25,Tamil Nadu,South,Technology,Phones,15000.06,4,2952.86
04900-IND,2023-01-03,West Bengal,East,Furniture,Bookcases,5356.89,5,1392.07
04901-IND,2023-05-07,Maharashtra,West,Office Supplies,Paper,4785.8,8,1398.55
04902-IND,2023-05-06,Rajasthan,North,Technology,Accessories,18221.55,3,2585.0
04903-IND,2023-06-13,Maharashtra,West,Technology,Phones,16232.37,10,3857.51
04904-IND,2023-04-12,Uttar Pradesh,North,Technology,Laptops,14375.03,2,1938.18
04905-IND,2023-09-22,Maharashtra,West,Technology,Accessories,16280.59,7,3802.98
04906-IND,2023-01-05,Maharashtra,West,Technology,Phones,19469.52,1,4727.43
04907-IND,2023-05-04,Maharashtra,West,Office Supplies,Paper,14717.18,1,3408.24
04908-IND,2023-12-13,Karnataka,South,Technology,Accessories,1075.21,5,89.45
04909-IND,2023-03-04,Delhi,North,Technology,Accessories,5705.53,9,313.59
04910-IND,2023-06-18,Karnataka,South,Furniture,Chairs,3448.4,5,918.36
04911-IND,2023-03-03,Tamil Nadu,South,Furniture,Chairs,1767.39,2,372.24
04912-IND,2023-03-23,Karnataka,South,Technology,Laptops,4098.03,3,835.14
04913-IND,2023-02-02,Uttar Pradesh,North,Office Supplies,Binders,19933.15,7,5134.04
04914-IND,2023-02-09,Uttar Pradesh,North,Office Supplies,Paper,12270.67,5,1660.43
04915-IND,2023-11-12,Karnataka,South,Technology,Phones,620.54,6,89.45
04916-IND,2023-02-13,Maharashtra,West,Furniture,Bookcases,6698.71,5,1858.21
04917-IND,2023-12-17,Tamil Nadu,South,Technology,Accessories,3238.13,2,792.25
04918-IND,2023-07-05,Maharashtra,West,Furniture,Chairs,17620.57,2,2742.56
04919-IND,2023-10-21,Uttar Pradesh,North,Office Supplies,Paper,10570.3,1,2693.64
04920-IND,2023-02-06,West Bengal,East,Furniture,Tables,6361.14,3,1903.35
04921-IND,2023-09-17,Karnataka,South,Furniture,Bookcases,19725.88,2,1257.25
04922-IND,2023-08-16,Delhi,North,Technology,Phones,11523.07,3,1709.78
04923-IND,2023-06-06,Tamil Nadu,South,Technology,Laptops,2185.89,5,562.59
04924-IND,2023-01-13,Maharashtra,West,Furniture,Tables,16607.66,8,2361.21
04925-IND,2023-03-22,Gujarat,West,Technology,Laptops,5296.3,10,486.69
04926-IND,2023-03-04,Maharashtra,West,Office Supplies,Paper,5648.4,2,1215.94
04927-IND,2023-03-09,Tamil Nadu,South,Office Supplies,Binders,7882.81,5,492.93
04928-IND,2023-03-19,Delhi,North,Office Supplies,Binders,3384.59,1,882.48
04929-IND,2023-06-25,Gujarat,West,Technology,Phones,869.02,3,203.89
04930-IND,2023-12-02,Delhi,North,Furniture,Chairs,19014.21,2,1727.13
04931-IND,2023-06-15,Uttar Pradesh,North,Technology,Laptops,7379.38,7,1397.34
04932-IND,2023-08-22,Uttar Pradesh,North,Office Supplies,Pens,9992.67,8,1015.82
04933-IND,2023-09-29,Maharashtra,West,Furniture,Chairs,19052.77,2,5453.27
04934-IND,2023-01-16,West Bengal,East,Office Supplies,Pens,17823.01,5,4855.3
04935-IND,2023-10-19,Delhi,North,Furniture,Chairs,19172.4,8,2709.2
04936-IND,2023-04-07,Maharashtra,West,Technology,Accessories,12197.95,4,1941.02
04937-IND,2023-10-16,Tamil Nadu,South,Furniture,Bookcases,16380.47,8,1539.67
04938-IND,2023-03-13,Delhi,North,Furniture,Bookcases,17272.58,3,3050.26
04939-IND,2023-03-13,Maharashtra,West,Technology,Accessories,18573.17,4,4365.55
04940-IND,2023-10-09,West Bengal,East,Furniture,Bookcases,2185.33,4,465.23
04941-IND,2023-05-15,West Bengal,East,Technology,Laptops,18283.52,6,3467.71
04942-IND,2023-10-02,Rajasthan,North,Technology,Accessories,4622.64,8,842.17
04943-IND,2023-08-31,Rajasthan,North,Office Supplies,Pens,696.99,5,185.96
04944-IND,2023-12-04,Rajasthan,North,Technology,Phones,5238.12,8,965.65
04945-IND,2023-12-27,Karnataka,South,Technology,Laptops,12358.82,1,3251.84
04946-IND,2023-12-16,Uttar Pradesh,North,Technology,Phones,1716.2,9,114.29
04947-IND,2023-03-24,Rajasthan,North,Furniture,Chairs,2625.21,1,292.31
04948-IND,2023-06-21,Maharashtra,West,Furniture,Chairs,15581.67,3,3084.68
04949-IND,2023-02-27,West Bengal,East,Furniture,Chairs,7457.97,3,1939.0
04950-IND,2023-02-20,Rajasthan,North,Technology,Laptops,16446.66,2,4923.32
04951-IND,2023-05-25,Karnataka,South,Technology,Accessories,16840.61,3,1540.35
04952-IND,2023-07-22,Rajasthan,North,Technology,Laptops,17510.18,4,4066.19
04953-IND,2023-10-23,Uttar Pradesh,North,Office Supplies,Paper,5948.16,8,398.91
04954-IND,2023-01-04,Delhi,North,Furniture,Bookcases,9765.09,10,2409.13
04955-IND,2023-01-22,Delhi,North,Furniture,Chairs,5754.7,5,1232.42
04956-IND,2023-02-16,Delhi,North,Technology,Accessories,5121.29,9,839.58
04957-IND,2023-01-27,Uttar Pradesh,North,Technology,Laptops,16192.79,3,3280.51
04958-IND,2023-01-01,West Bengal,East,Office Supplies,Binders,10407.77,7,1819.37
04959-IND,2023-04-20,Uttar Pradesh,North,Technology,Accessories,731.8,4,106.25
04960-IND,2023-12-15,Delhi,North,Office Supplies,Paper,2028.38,2,396.87
04961-IND,2023-06-08,Uttar Pradesh,North,Furniture,Chairs,1831.02,3,201.54
04962-IND,2023-09-02,Karnataka,South,Furniture,Chairs,17266.79,7,5163.11
04963-IND,2023-09-28,Gujarat,West,Technology,Phones,12794.54,1,3368.5
04964-IND,2023-04-20,Rajasthan,North,Office Supplies,Paper,10543.74,10,1337.78
04965-IND,2023-09-11,Uttar Pradesh,North,Technology,Phones,13308.55,2,3339.82
04966-IND,2023-05-27,Karnataka,South,Office Supplies,Binders,2803.99,5,403.77
04967-IND,2023-01-19,West Bengal,East,Office Supplies,Binders,9040.73,2,1708.37
04968-IND,2023-06-01,Rajasthan,North,Office Supplies,Paper,14492.54,5,2787.1
04969-IND,2023-09-25,Karnataka,South,Furniture,Tables,4534.61,7,408.9
04970-IND,2023-11-09,Gujarat,West,Office Supplies,Paper,14094.12,7,2148.45
04971-IND,2023-02-25,Gujarat,West,Technology,Accessories,1248.97,5,372.53
04972-IND,2023-06-23,Delhi,North,Furniture,Bookcases,18437.44,10,1362.5
04973-IND,2023-05-11,Delhi,North,Office Supplies,Binders,12228.67,6,3433.22
04974-IND,2023-10-02,Tamil Nadu,South,Furniture,Bookcases,2235.29,9,315.48
04975-IND,2023-03-17,Gujarat,West,Technology,Laptops,3957.63,5,526.34
04976-IND,2023-03-24,Gujarat,West,Technology,Accessories,12849.58,7,2505.71
04977-IND,2023-12-05,Gujarat,West,Office Supplies,Binders,15104.01,10,2071.02
04978-IND,2023-01-31,Maharashtra,West,Office Supplies,Paper,2581.77,6,398.85
04979-IND,2023-10-26,Rajasthan,North,Furniture,Tables,17352.62,8,1320.34
04980-IND,2023-08-06,Rajasthan,North,Office Supplies,Binders,18837.57,7,4638.95
04981-IND,2023-08-09,West Bengal,East,Furniture,Tables,15213.63,9,3870.03
04982-IND,2023-12-10,Uttar Pradesh,North,Technology,Laptops,17791.52,10,2482.42
04983-IND,2023-09-13,Maharashtra,West,Office Supplies,Binders,11002.82,7,1932.13
04984-IND,2023-09-02,Rajasthan,North,Technology,Accessories,6154.85,7,1676.61
04985-IND,2023-01-09,Karnataka,South,Office Supplies,Pens,19661.67,1,4174.08
04986-IND,2023-03-01,Karnataka,South,Furniture,Bookcases,13886.17,3,1410.41
04987-IND,2023-09-13,Karnataka,South,Furniture,Chairs,2910.11,3,584.35
04988-IND,2023-08-03,Delhi,North,Technology,Accessories,10762.09,8,1430.22
04989-IND,2023-05-25,Gujarat,West,Technology,Phones,15197.35,3,4477.29
04990-IND,2023-05-24,Karnataka,South,Technology,Accessories,16263.6,8,3504.13
04991-IND,2023-01-06,Gujarat,West,Technology,Phones,6797.29,7,1865.74
04992-IND,2023-11-06,West Bengal,East,Technology,Laptops,5486.89,5,1383.41
04993-IND,2023-05-07,Karnataka,South,Furniture,Bookcases,18970.09,6,1075.62
04994-IND,2023-11-10,West Bengal,East,Furniture,Tables,12571.81,10,2814.55
04995-IND,2023-12-27,Rajasthan,North,Technology,Accessories,19090.16,7,3498.98
04996-IND,2023-03-23,Delhi,North,Furniture,Chairs,6312.57,9,1293.91
04997-IND,2023-02-23,Delhi,North,Office Supplies,Paper,6426.54,7,398.76
04998-IND,2023-12-13,Gujarat,West,Office Supplies,Binders,11562.58,7,3136.75
04999-IND,2023-04-10,Maharashtra,West,Office Supplies,Paper,19329.78,5,1090.39
05000-IND,2023-01-09,Gujarat,West,Technology,Accessories,17491.54,9,3545.88
05001-IND,2023-11-07,Karnataka,South,Office Supplies,Pens,3142.1,7,755.52
05002-IND,2023-06-20,Karnataka,South,Office Supplies,Paper,6856.56,8,1541.54
05003-IND,2023-07-10,Karnataka,South,Furniture,Bookcases,7001.41,6,1606.45
05004-IND,2023-05-19,West Bengal,East,Office Supplies,Pens,9209.95,1,848.26
05005-IND,2023-01-17,Tamil Nadu,South,Office Supplies,Binders,3756.53,5,1002.83
05006-IND,2023-03-18,Karnataka,South,Office Supplies,Paper,10102.1,9,1189.39
05007-IND,2023-10-10,West Bengal,East,Furniture,Bookcases,4604.23,8,1106.69
05008-IND,2023-06-27,West Bengal,East,Technology,Accessories,18883.86,1,2862.43
05009-IND,2023-06-24,Karnataka,South,Technology,Phones,9348.38,5,1041.82
05010-IND,2023-02-01,Rajasthan,North,Technology,Accessories,17269.44,10,2193.52
05011-IND,2023-04-26,Rajasthan,North,Technology,Phones,14027.37,7,3842.11
05012-IND,2023-03-05,West Bengal,East,Office Supplies,Paper,15601.15,7,2026.82
05013-IND,2023-07-19,Gujarat,West,Furniture,Bookcases,9590.71,3,1784.13
05014-IND,2023-03-14,West Bengal,East,Furniture,Chairs,7739.3,6,1802.2
05015-IND,2023-12-25,West Bengal,East,Furniture,Bookcases,14929.92,1,985.64
05016-IND,2023-08-11,Delhi,North,Furniture,Tables,2669.52,2,588.83
05017-IND,2023-05-10,Maharashtra,West,Technology,Accessories,18410.22,10,4101.58
05018-IND,2023-01-21,Gujarat,West,Office Supplies,Binders,2792.13,9,332.09
05019-IND,2023-05-15,Uttar Pradesh,North,Technology,Accessories,942.75,2,278.53
05020-IND,2023-07-31,West Bengal,East,Office Supplies,Paper,15693.37,3,2905.26
05021-IND,2023-09-01,Gujarat,West,Furniture,Bookcases,1083.15,7,273.42
05022-IND,2023-10-15,Karnataka,South,Furniture,Tables,12877.77,1,1543.5
05023-IND,2023-08-25,Tamil Nadu,South,Office Supplies,Paper,2116.42,3,584.84
05024-IND,2023-12-08,Maharashtra,West,Technology,Laptops,7622.84,3,2116.29
05025-IND,2023-06-03,Gujarat,West,Furniture,Tables,13451.76,6,2311.38
05026-IND,2023-12-16,Tamil Nadu,South,Technology,Laptops,530.69,8,103.13
05027-IND,2023-06-17,Karnataka,South,Office Supplies,Pens,13068.93,10,850.85
05028-IND,2023-03-18,Tamil Nadu,South,Furniture,Tables,5887.45,10,1556.96
05029-IND,2023-05-05,Tamil Nadu,South,Office Supplies,Paper,3004.54,2,738.39
05030-IND,2023-05-03,Tamil Nadu,South,Furniture,Bookcases,5949.05,3,685.42
05031-IND,2023-12-05,West Bengal,East,Technology,Phones,2942.26,7,553.3
05032-IND,2023-12-26,Karnataka,South,Technology,Phones,9626.47,10,1024.17
05033-IND,2023-06-08,Delhi,North,Furniture,Tables,15632.01,6,4550.15
05034-IND,2023-09-25,Uttar Pradesh,North,Office Supplies,Pens,4997.07,8,527.76
05035-IND,2023-04-27,Karnataka,South,Office Supplies,Pens,18363.08,5,4671.93
05036-IND,2023-12-17,West Bengal,East,Furniture,Chairs,11722.49,4,2110.92
05037-IND,2023-04-15,Uttar Pradesh,North,Furniture,Chairs,12392.47,1,766.22
05038-IND,2023-06-13,West Bengal,East,Furniture,Bookcases,14864.32,10,3869.25
05039-IND,2023-05-03,Gujarat,West,Technology,Laptops,7008.29,8,1551.01
05040-IND,2023-05-07,Karnataka,South,Furniture,Chairs,13966.76,5,2902.48
05041-IND,2023-09-25,Uttar Pradesh,North,Furniture,Chairs,13309.86,9,2129.69
05042-IND,2023-10-11,Uttar Pradesh,North,Office Supplies,Pens,4642.37,9,1136.78
05043-IND,2023-10-03,West Bengal,East,Office Supplies,Pens,19933.23,4,3370.62
05044-IND,2023-11-12,Tamil Nadu,South,Office Supplies,Pens,13620.43,8,1147.02
05045-IND,2023-01-05,Tamil Nadu,South,Furniture,Chairs,19086.45,4,2585.97
05046-IND,2023-05-19,Delhi,North,Technology,Phones,3557.03,1,942.2
05047-IND,2023-11-30,West Bengal,East,Office Supplies,Pens,19726.0,6,2515.47
05048-IND,2023-05-06,Karnataka,South,Office Supplies,Paper,11116.02,9,2516.68
05049-IND,2023-07-05,Tamil Nadu,South,Technology,Accessories,17444.16,10,4490.84
05050-IND,2023-02-15,Karnataka,South,Furniture,Bookcases,14676.69,2,3467.08
05051-IND,2023-06-15,Rajasthan,North,Furniture,Chairs,15732.63,8,3317.54
05052-IND,2023-06-19,West Bengal,East,Technology,Phones,17412.97,6,1437.5
05053-IND,2023-03-28,Karnataka,South,Technology,Laptops,16704.3,4,3297.49
05054-IND,2023-10-07,Gujarat,West,Technology,Accessories,2520.52,8,488.02
05055-IND,2023-06-08,Rajasthan,North,Furniture,Tables,18722.61,10,2725.29
05056-IND,2023-02-01,Delhi,North,Office Supplies,Pens,13504.69,4,3082.57
05057-IND,2023-10-17,Karnataka,South,Office Supplies,Pens,4293.0,1,625.02
05058-IND,2023-03-21,Karnataka,South,Technology,Phones,14191.84,7,2729.06
05059-IND,2023-03-21,Maharashtra,West,Office Supplies,Binders,2414.12,9,598.5
05060-IND,2023-08-07,Rajasthan,North,Furniture,Bookcases,18553.27,1,1900.14
05061-IND,2023-09-26,Delhi,North,Furniture,Chairs,4841.75,4,633.1
05062-IND,2023-10-09,Delhi,North,Office Supplies,Paper,4306.86,7,882.88
05063-IND,2023-02-23,Karnataka,South,Furniture,Tables,17747.2,7,4662.21
05064-IND,2023-08-01,West Bengal,East,Technology,Phones,17160.7,1,3681.78
05065-IND,2023-07-22,Delhi,North,Office Supplies,Paper,14467.05,6,1165.07
05066-IND,2023-02-04,Uttar Pradesh,North,Office Supplies,Paper,8753.92,4,1650.76
05067-IND,2023-02-24,Rajasthan,North,Furniture,Chairs,5754.57,6,1496.28
05068-IND,2023-05-25,Uttar Pradesh,North,Furniture,Bookcases,19208.71,5,2303.94
05069-IND,2023-08-30,Tamil Nadu,South,Technology,Laptops,12484.18,8,2446.8
05070-IND,2023-08-04,Tamil Nadu,South,Office Supplies,Paper,19200.75,3,5540.6
05071-IND,2023-07-24,Delhi,North,Technology,Accessories,16163.96,5,3516.22
05072-IND,2023-07-15,Gujarat,West,Office Supplies,Pens,16941.31,3,4644.48
05073-IND,2023-12-20,Delhi,North,Furniture,Tables,5179.08,10,1429.71
05074-IND,2023-07-18,West Bengal,East,Office Supplies,Binders,17980.04,6,4350.53
05075-IND,2023-04-27,Gujarat,West,Technology,Phones,2913.25,5,790.86
05076-IND,2023-04-20,Karnataka,South,Furniture,Tables,17190.47,5,3984.77
05077-IND,2023-05-13,Maharashtra,West,Furniture,Chairs,12745.78,10,2905.08
05078-IND,2023-05-12,Uttar Pradesh,North,Furniture,Tables,3314.11,8,324.25
05079-IND,2023-06-10,West Bengal,East,Technology,Laptops,10934.13,8,1458.27
05080-IND,2023-03-07,Karnataka,South,Furniture,Bookcases,16835.36,8,4936.68
05081-IND,2023-11-06,Uttar Pradesh,North,Office Supplies,Paper,6332.1,1,1689.1
05082-IND,2023-12-29,Maharashtra,West,Office Supplies,Pens,9082.5,7,2084.96
05083-IND,2023-09-16,Delhi,North,Office Supplies,Binders,4718.76,1,1289.28
05084-IND,2023-04-02,West Bengal,East,Office Supplies,Binders,18655.99,2,2328.47
05085-IND,2023-11-24,Gujarat,West,Furniture,Tables,15042.07,4,2807.93
05086-IND,2023-12-30,Gujarat,West,Technology,Accessories,10650.41,1,666.04
05087-IND,2023-05-07,Rajasthan,North,Furniture,Tables,8247.64,3,606.2
05088-IND,2023-05-01,Rajasthan,North,Office Supplies,Pens,18020.09,2,2180.53
05089-IND,2023-08-22,West Bengal,East,Furniture,Bookcases,11277.93,9,3383.26
05090-IND,2023-09-14,Karnataka,South,Furniture,Bookcases,13830.87,1,913.66
05091-IND,2023-12-27,Delhi,North,Office Supplies,Paper,2675.75,10,752.18
05092-IND,2023-02-08,West Bengal,East,Furniture,Chairs,6095.66,6,1735.49
05093-IND,2023-08-29,Tamil Nadu,South,Office Supplies,Binders,12991.81,8,3111.69
05094-IND,2023-06-11,Delhi,North,Furniture,Tables,18155.74,4,1752.13
05095-IND,2023-10-11,Karnataka,South,Technology,Phones,1384.01,4,292.16
05096-IND,2023-03-25,Tamil Nadu,South,Technology,Laptops,5594.44,10,980.9
05097-IND,2023-06-23,West Bengal,East,Office Supplies,Pens,5480.91,10,597.53
05098-IND,2023-11-14,Gujarat,West,Furniture,Chairs,1622.44,8,364.75
05099-IND,2023-01-06,Maharashtra,West,Furniture,Chairs,7798.17,6,2266.62
05100-IND,2023-09-25,Gujarat,West,Furniture,Tables,7010.55,9,977.47
05101-IND,2023-01-20,Gujarat,West,Furniture,Chairs,14124.81,1,1157.4
05102-IND,2023-02-07,Tamil Nadu,South,Furniture,Tables,5201.69,5,346.44
05103-IND,2023-10-19,West Bengal,East,Office Supplies,Binders,18683.83,7,2607.52
05104-IND,2023-02-16,Karnataka,South,Office Supplies,Binders,12171.6,10,1567.86
05105-IND,2023-11-25,West Bengal,East,Furniture,Chairs,1744.28,3,424.09
05106-IND,2023-06-20,Rajasthan,North,Technology,Phones,9493.9,4,980.01
05107-IND,2023-03-04,Karnataka,South,Furniture,Tables,2580.62,10,300.68
05108-IND,2023-10-29,Uttar Pradesh,North,Office Supplies,Pens,6654.78,2,1237.76
05109-IND,2023-02-19,Maharashtra,West,Furniture,Bookcases,17443.4,6,4703.16
05110-IND,2023-09-27,West Bengal,East,Furniture,Chairs,13475.26,3,3993.97
05111-IND,2023-03-07,Delhi,North,Furniture,Bookcases,3033.16,10,266.78
05112-IND,2023-06-18,Maharashtra,West,Technology,Laptops,9771.52,8,528.29
05113-IND,2023-02-20,Karnataka,South,Furniture,Bookcases,12921.28,10,1567.52
05114-IND,2023-02-04,Maharashtra,West,Furniture,Bookcases,11908.24,2,3103.99
05115-IND,2023-04-23,Tamil Nadu,South,Technology,Laptops,9490.19,2,2754.25
05116-IND,2023-12-12,Delhi,North,Furniture,Bookcases,6255.2,3,592.51
05117-IND,2023-07-14,Maharashtra,West,Furniture,Chairs,17261.73,10,3754.1
05118-IND,2023-09-11,Tamil Nadu,South,Technology,Phones,17099.44,7,5062.04
05119-IND,2023-02-05,West Bengal,East,Office Supplies,Pens,8520.57,9,1381.2
05120-IND,2023-09-18,Tamil Nadu,South,Technology,Phones,7595.46,2,550.51
05121-IND,2023-04-20,Uttar Pradesh,North,Office Supplies,Pens,18409.82,8,3431.05
05122-IND,2023-03-20,West Bengal,East,Furniture,Chairs,2252.36,3,169.7
05123-IND,2023-12-22,Gujarat,West,Technology,Laptops,7312.91,3,1027.24
05124-IND,2023-08-05,Karnataka,South,Furniture,Chairs,18561.78,10,2274.46
05125-IND,2023-09-14,Uttar Pradesh,North,Technology,Accessories,17600.11,8,1064.89
05126-IND,2023-09-25,West Bengal,East,Office Supplies,Paper,2704.3,4,655.33
05127-IND,2023-07-25,Maharashtra,West,Technology,Laptops,19114.06,7,5610.14
05128-IND,2023-09-17,Karnataka,South,Office Supplies,Paper,5042.7,8,745.24
05129-IND,2023-07-28,Karnataka,South,Office Supplies,Pens,5366.83,4,932.0
05130-IND,2023-08-30,Delhi,North,Office Supplies,Paper,14213.43,10,4120.83
05131-IND,2023-03-23,Delhi,North,Office Supplies,Binders,10593.55,3,1398.58
05132-IND,2023-10-16,West Bengal,East,Office Supplies,Binders,14987.55,6,2957.04
05133-IND,2023-09-23,Rajasthan,North,Furniture,Tables,11452.74,5,1925.14
05134-IND,2023-04-25,Karnataka,South,Furniture,Bookcases,2507.43,1,671.5
05135-IND,2023-09-21,Gujarat,West,Furniture,Tables,19124.13,2,4523.37
05136-IND,2023-01-18,Uttar Pradesh,North,Technology,Laptops,13455.4,5,2353.93
05137-IND,2023-03-15,Delhi,North,Office Supplies,Pens,2446.87,2,153.69
05138-IND,2023-02-24,Gujarat,West,Furniture,Tables,2271.17,4,120.45
05139-IND,2023-06-28,Rajasthan,North,Technology,Accessories,16451.94,6,1364.63
05140-IND,2023-01-23,Rajasthan,North,Office Supplies,Pens,17205.78,7,3270.84
05141-IND,2023-03-14,Uttar Pradesh,North,Office Supplies,Pens,11529.51,9,719.44
05142-IND,2023-05-19,West Bengal,East,Office Supplies,Paper,7232.03,6,1053.03
05143-IND,2023-10-05,Gujarat,West,Furniture,Chairs,2660.92,4,270.03
05144-IND,2023-01-27,Tamil Nadu,South,Furniture,Tables,19055.06,4,5301.46
05145-IND,2023-07-15,Uttar Pradesh,North,Technology,Accessories,10532.32,4,1349.99
05146-IND,2023-08-17,Uttar Pradesh,North,Technology,Accessories,1675.81,5,217.27
05147-IND,2023-06-27,Rajasthan,North,Office Supplies,Binders,3852.36,6,250.92
05148-IND,2023-12-13,Uttar Pradesh,North,Furniture,Tables,6548.84,7,1334.29
05149-IND,2023-06-18,Rajasthan,North,Office Supplies,Paper,6833.89,3,1421.96
05150-IND,2023-07-07,Delhi,North,Office Supplies,Binders,3098.91,6,475.45
05151-IND,2023-12-27,Delhi,North,Technology,Phones,7977.38,1,1658.02
05152-IND,2023-10-18,West Bengal,East,Technology,Laptops,6715.66,6,899.98
05153-IND,2023-05-09,Delhi,North,Furniture,Tables,10923.22,3,2516.54
05154-IND,2023-07-02,Uttar Pradesh,North,Technology,Accessories,13507.1,4,1681.43
05155-IND,2023-02-28,West Bengal,East,Office Supplies,Pens,17172.94,10,2997.06
05156-IND,2023-04-29,Karnataka,South,Technology,Phones,7557.83,5,1569.14
05157-IND,2023-09-12,Karnataka,South,Technology,Phones,10596.67,3,1737.0
05158-IND,2023-03-26,Uttar Pradesh,North,Office Supplies,Paper,4782.52,1,248.88
05159-IND,2023-08-27,Uttar Pradesh,North,Furniture,Bookcases,937.69,10,167.23
05160-IND,2023-05-02,Delhi,North,Technology,Phones,18043.39,7,4691.75
05161-IND,2023-04-15,Tamil Nadu,South,Furniture,Tables,4023.44,2,1102.42
05162-IND,2023-05-23,Rajasthan,North,Office Supplies,Binders,10186.46,2,1603.15
05163-IND,2023-03-01,Rajasthan,North,Office Supplies,Pens,19017.06,1,4894.51
05164-IND,2023-06-20,Delhi,North,Office Supplies,Paper,18453.16,2,1573.18
05165-IND,2023-03-15,Maharashtra,West,Furniture,Chairs,8235.88,10,1462.34
05166-IND,2023-01-22,Karnataka,South,Technology,Laptops,8027.18,4,1855.16
05167-IND,2023-11-20,Maharashtra,West,Furniture,Chairs,6460.41,5,1074.13
05168-IND,2023-11-23,Rajasthan,North,Technology,Phones,19228.09,9,4215.15
05169-IND,2023-09-29,Delhi,North,Technology,Laptops,2831.14,10,153.59
05170-IND,2023-08-07,Karnataka,South,Technology,Phones,6991.72,9,381.84
05171-IND,2023-03-18,Delhi,North,Office Supplies,Binders,12255.06,4,1793.7
05172-IND,2023-04-03,Karnataka,South,Technology,Laptops,1418.94,1,155.93
05173-IND,2023-03-08,Gujarat,West,Furniture,Tables,9913.31,7,2404.07
05174-IND,2023-06-06,Delhi,North,Office Supplies,Binders,19735.67,7,2873.07
05175-IND,2023-06-06,Tamil Nadu,South,Furniture,Chairs,5600.04,5,1198.81
05176-IND,2023-09-24,Karnataka,South,Office Supplies,Pens,3405.03,6,463.35
05177-IND,2023-04-23,Delhi,North,Office Supplies,Paper,9403.14,10,1484.84
05178-IND,2023-06-02,Uttar Pradesh,North,Office Supplies,Paper,11141.0,4,1063.56
05179-IND,2023-06-10,Delhi,North,Office Supplies,Paper,1051.25,4,90.24
05180-IND,2023-09-30,Gujarat,West,Furniture,Bookcases,794.79,2,45.11
05181-IND,2023-01-27,Delhi,North,Technology,Accessories,18324.53,10,2626.14
05182-IND,2023-09-17,Rajasthan,North,Office Supplies,Binders,6429.6,2,947.42
05183-IND,2023-08-05,Gujarat,West,Technology,Phones,14651.79,8,1228.56
05184-IND,2023-03-11,West Bengal,East,Technology,Laptops,1075.89,7,174.9
05185-IND,2023-10-23,Rajasthan,North,Furniture,Chairs,14801.02,7,3407.23
05186-IND,2023-07-20,Gujarat,West,Technology,Laptops,9926.25,1,789.52
05187-IND,2023-04-14,Maharashtra,West,Office Supplies,Binders,7564.53,10,1210.3
05188-IND,2023-03-24,West Bengal,East,Office Supplies,Pens,6511.89,2,1576.46
05189-IND,2023-04-17,West Bengal,East,Technology,Accessories,2420.48,7,158.24
05190-IND,2023-09-11,West Bengal,East,Office Supplies,Pens,16579.76,4,4232.55
05191-IND,2023-07-06,West Bengal,East,Office Supplies,Paper,12570.07,8,1300.51
05192-IND,2023-06-15,Rajasthan,North,Office Supplies,Binders,4016.32,9,623.27
05193-IND,2023-05-25,Uttar Pradesh,North,Technology,Laptops,7989.26,5,1905.18
05194-IND,2023-03-07,West Bengal,East,Technology,Accessories,8918.54,3,2549.6
05195-IND,2023-07-18,Tamil Nadu,South,Office Supplies,Pens,14629.84,7,1844.84
05196-IND,2023-11-22,West Bengal,East,Technology,Accessories,11326.86,1,1659.54
05197-IND,2023-09-07,Gujarat,West,Furniture,Chairs,3879.46,1,305.66
05198-IND,2023-04-19,Rajasthan,North,Technology,Laptops,1673.54,10,378.4
05199-IND,2023-08-02,Karnataka,South,Technology,Phones,4514.76,10,954.99
05200-IND,2023-08-06,Delhi,North,Furniture,Bookcases,5860.01,9,866.65
05201-IND,2023-11-12,Delhi,North,Furniture,Tables,6612.99,7,1109.89
05202-IND,2023-05-31,West Bengal,East,Office Supplies,Pens,12539.12,5,660.85
